child_snomed_id,child_name,child_level,parent_snomed_id,parent_name,parent_level
196075003,Pleurisy,granular,233635001,Disorder of pleura AND/OR pleural cavity,group
60046008,Pleural effusion,granular,233635001,Disorder of pleura AND/OR pleural cavity,group
195663004,Allergic pharyngitis,granular,735445000,Allergic disorder of respiratory tract,group
37981002,Allergic bronchopulmonary aspergillosis,granular,735445000,Allergic disorder of respiratory tract,group
61582004,Allergic rhinitis,granular,735445000,Allergic disorder of respiratory tract,group
37471005,Extrinsic allergic alveolitis,granular,735445000,Allergic disorder of respiratory tract,group
302233006,Renal artery stenosis,granular,16934004,Renal vascular disorder,group
202942009,Ganglion of wrist,granular,445008009,Ganglion cyst,group
991000119106,Reactive airway disease,granular,195967001,Asthma,group
409663006,Cough variant asthma,granular,195967001,Asthma,group
389145006,Allergic asthma,granular,195967001,Asthma,group
266361008,Non-allergic asthma,granular,195967001,Asthma,group
10692761000119107,,granular,195967001,Asthma,group
281239006,Exacerbation of asthma,granular,195967001,Asthma,group
405944004,Asthmatic bronchitis,granular,195967001,Asthma,group
722863008,Dengue with warning signs,granular,38362002,Dengue,group
722862003,Dengue without warning signs,granular,38362002,Dengue,group
40068008,Hydroureteronephrosis,granular,43064006,Hydronephrosis,group
95575002,Obstruction of pelviureteric junction,granular,43064006,Hydronephrosis,group
784545009,Synovitis of ankle joint,granular,416209007,Synovitis,group
274137005,Lumbar disc lesion,granular,123798002,Lumbosacral spondylosis,group
715057009,Disorder of lumbosacral intervertebral disc,granular,123798002,Lumbosacral spondylosis,group
608832005,Lumbar discogenic pain,granular,123798002,Lumbosacral spondylosis,group
46578006,Lumbosacral radiculitis,granular,123798002,Lumbosacral spondylosis,group
202693003,Lumbosacral spondylosis with radiculopathy,granular,123798002,Lumbosacral spondylosis,group
309710005,Lumbosacral strain,granular,123798002,Lumbosacral spondylosis,group
113611000119100,Myofascial pain syndrome of lumbar spine,granular,123798002,Lumbosacral spondylosis,group
2415007,Lumbosacral radiculopathy,granular,123798002,Lumbosacral spondylosis,group
443700006,Disorder of lumbar disc,granular,123798002,Lumbosacral spondylosis,group
128196005,Lumbar radiculopathy,granular,123798002,Lumbosacral spondylosis,group
239880009,Lumbar spondylosis,granular,123798002,Lumbosacral spondylosis,group
202708005,Prolapsed lumbar intervertebral disc,granular,123798002,Lumbosacral spondylosis,group
18347007,Spinal stenosis of lumbar region,granular,123798002,Lumbosacral spondylosis,group
298382003,Scoliosis deformity of spine,granular,298380006,Deformity of spine,group
298591003,Scoliosis of lumbar spine,granular,298380006,Deformity of spine,group
93163002,Lipoma,granular,92069005,Benign neoplasm of soft tissue,group
109989006,Multiple myeloma,granular,129154003,Neoplasm of hematopoietic cell type,group
93143009,"Leukemia, disease",granular,129154003,Neoplasm of hematopoietic cell type,group
118600007,Malignant lymphoma,granular,129154003,Neoplasm of hematopoietic cell type,group
52967002,Myelofibrosis,granular,129154003,Neoplasm of hematopoietic cell type,group
64576003,Abscess of buttock,granular,31928004,Abscess of skin and/or subcutaneous tissue,group
402922003,Propionibacterium acnes folliculitis,granular,11381005,Acne,group
238745007,Nodulocystic acne,granular,11381005,Acne,group
201222006,Steroid acne,granular,11381005,Acne,group
403348008,Superficial inflammatory acne vulgaris,granular,11381005,Acne,group
10065003,Excoriated acne,granular,11381005,Acne,group
13277001,Cystic acne,granular,11381005,Acne,group
59663001,Adult premenstrual acne,granular,11381005,Acne,group
238744006,Comedonal acne,granular,11381005,Acne,group
247467008,Comedone,granular,11381005,Acne,group
398909004,Rosacea,granular,11381005,Acne,group
402644006,Acneiform eruption,granular,11381005,Acne,group
247459000,Acne scar,granular,11381005,Acne,group
785745000,Acute bronchitis co-occurrent with wheeze,granular,32398004,Bronchitis,group
36426008,Subacute bronchitis,granular,32398004,Bronchitis,group
16146001,Viral bronchitis,granular,32398004,Bronchitis,group
10509002,Acute bronchitis,granular,32398004,Bronchitis,group
89549007,Catarrhal bronchitis,granular,32398004,Bronchitis,group
405720007,Allergic bronchitis,granular,32398004,Bronchitis,group
201138007,Diffuse alopecia,granular,56317004,Alopecia,group
86166000,Alopecia universalis,granular,56317004,Alopecia,group
400088006,Scarring alopecia,granular,56317004,Alopecia,group
87038002,Postpartum alopecia,granular,56317004,Alopecia,group
67488005,Traumatic alopecia,granular,56317004,Alopecia,group
1108009,Female pattern alopecia,granular,56317004,Alopecia,group
87872006,Male pattern alopecia,granular,56317004,Alopecia,group
720979002,"Alopecia, contracture, dwarfism, intellectual disability syndrome",granular,56317004,Alopecia,group
68225006,Alopecia areata,granular,56317004,Alopecia,group
191268006,Chronic anemia,granular,271737000,Anemia,group
417357006,Sickling disorder due to hemoglobin S,granular,271737000,Anemia,group
707323002,Anemia co-occurrent and due to chronic kidney disease,granular,271737000,Anemia,group
234349007,Microcytic anemia,granular,271737000,Anemia,group
66612000,Nutritional anemia,granular,271737000,Anemia,group
127034005,Pancytopenia,granular,271737000,Anemia,group
16402000,Sickle cell trait,granular,271737000,Anemia,group
127040003,Sickle cell-hemoglobin SS disease,granular,271737000,Anemia,group
44666001,Microcytic hypochromic anemia,granular,271737000,Anemia,group
87522002,Iron deficiency anemia,granular,271737000,Anemia,group
283767009,Dog bite of lower limb,granular,399907009,Animal bite wound,group
283734005,Dog bite - wound,granular,399907009,Animal bite wound,group
276433004,Insect bite - wound,granular,399907009,Animal bite wound,group
36083008,Sick sinus syndrome,granular,698247007,Cardiac arrhythmia,group
421869004,Bradyarrhythmia,granular,698247007,Cardiac arrhythmia,group
49710005,Sinus bradycardia,granular,698247007,Cardiac arrhythmia,group
120041000119109,Atrial fibrillation with rapid ventricular response,granular,698247007,Cardiac arrhythmia,group
59118001,Right bundle branch block,granular,698247007,Cardiac arrhythmia,group
67198005,Paroxysmal supraventricular tachycardia,granular,698247007,Cardiac arrhythmia,group
251175005,Ventricular premature complex,granular,698247007,Cardiac arrhythmia,group
17338001,Ventricular premature beats,granular,698247007,Cardiac arrhythmia,group
27885002,Complete atrioventricular block,granular,698247007,Cardiac arrhythmia,group
6456007,Supraventricular tachycardia,granular,698247007,Cardiac arrhythmia,group
63467002,Left bundle branch block,granular,698247007,Cardiac arrhythmia,group
49436004,Atrial fibrillation,granular,698247007,Cardiac arrhythmia,group
282825002,Paroxysmal atrial fibrillation,granular,698247007,Cardiac arrhythmia,group
410502007,Juvenile idiopathic arthritis,granular,3723001,Arthritis,group
417180005,Undifferentiated inflammatory arthritis,granular,3723001,Arthritis,group
201736002,Reactive arthritis,granular,3723001,Arthritis,group
239792003,Seronegative rheumatoid arthritis,granular,3723001,Arthritis,group
371081002,Arthritis of knee,granular,3723001,Arthritis,group
323301000119109,Osteoarthritis of left knee joint,granular,3723001,Arthritis,group
239872002,Osteoarthritis of hip,granular,3723001,Arthritis,group
250128004,Small joint arthritis,granular,3723001,Arthritis,group
190920002,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,granular,3723001,Arthritis,group
239791005,Seropositive rheumatoid arthritis,granular,3723001,Arthritis,group
323321000119100,Osteoarthritis of right knee joint,granular,3723001,Arthritis,group
396275006,Osteoarthritis,granular,3723001,Arthritis,group
416956002,Undifferentiated inflammatory polyarthritis,granular,3723001,Arthritis,group
387801000,Cervical arthritis,granular,3723001,Arthritis,group
239873007,Osteoarthritis of knee,granular,3723001,Arthritis,group
69896004,Rheumatoid arthritis,granular,3723001,Arthritis,group
156370009,Psoriatic arthritis,granular,3723001,Arthritis,group
112981000119107,Osteoarthritis of bilateral knee joints,granular,3723001,Arthritis,group
399112009,Seronegative arthritis,granular,3723001,Arthritis,group
10001005,Bacterial sepsis,granular,87628006,Bacterial infectious disease,group
81004002,Leprosy,granular,87628006,Bacterial infectious disease,group
43878008,Streptococcal sore throat,granular,87628006,Bacterial infectious disease,group
4834000,Typhoid fever,granular,87628006,Bacterial infectious disease,group
2089002,Osteitis deformans,granular,76069003,Disorder of bone,group
94222008,Secondary malignant neoplasm of bone,granular,76069003,Disorder of bone,group
203476003,Avascular necrosis of the head of femur,granular,76069003,Disorder of bone,group
32369003,Menopausal osteoporosis,granular,76069003,Disorder of bone,group
312894000,Osteopenia,granular,76069003,Disorder of bone,group
397758007,Avascular necrosis of bone,granular,76069003,Disorder of bone,group
444849002,Avascular necrosis of bone of hip,granular,76069003,Disorder of bone,group
202883008,Posterior calcaneal exostosis,granular,76069003,Disorder of bone,group
53226007,Talipes planus,granular,76069003,Disorder of bone,group
64859006,Osteoporosis,granular,76069003,Disorder of bone,group
443482000,Hypertensive urgency,granular,38936003,Abnormal blood pressure,group
89242004,Malignant secondary hypertension,granular,38936003,Abnormal blood pressure,group
70272006,Malignant hypertension,granular,38936003,Abnormal blood pressure,group
697930002,Labile hypertension due to being in a clinical environment,granular,38936003,Abnormal blood pressure,group
89138009,Cardiogenic shock,granular,38936003,Abnormal blood pressure,group
64715009,Hypertensive heart disease,granular,38936003,Abnormal blood pressure,group
68267002,Benign intracranial hypertension,granular,38936003,Abnormal blood pressure,group
28651003,Orthostatic hypotension,granular,38936003,Abnormal blood pressure,group
38341003,"Hypertensive disorder, systemic arterial",granular,38936003,Abnormal blood pressure,group
45007003,Low blood pressure,granular,38936003,Abnormal blood pressure,group
59621000,Essential hypertension,granular,38936003,Abnormal blood pressure,group
78975002,Malignant essential hypertension,granular,38936003,Abnormal blood pressure,group
237451004,Pubertal gynecomastia,granular,79604008,Disorder of breast,group
254838004,Carcinoma of breast,granular,79604008,Disorder of breast,group
254845004,Fibroadenoma of breast,granular,79604008,Disorder of breast,group
23260002,Fibroadenosis of breast,granular,79604008,Disorder of breast,group
4754008,Gynecomastia,granular,79604008,Disorder of breast,group
254837009,Malignant neoplasm of breast,granular,79604008,Disorder of breast,group
449711005,Cellulitis of lower leg,granular,128045006,Cellulitis,group
128276007,Cellulitis of foot,granular,128045006,Cellulitis,group
449710006,Cellulitis of lower limb,granular,128045006,Cellulitis,group
722964001,Atypical Parkinsonism,granular,23853001,Disorder of the central nervous system,group
230296006,Vascular parkinsonism,granular,23853001,Disorder of the central nervous system,group
86044005,Amyotrophic lateral sclerosis,granular,23853001,Disorder of the central nervous system,group
429998004,Vascular dementia,granular,23853001,Disorder of the central nervous system,group
1386000,Intracranial hemorrhage,granular,23853001,Disorder of the central nervous system,group
32798002,Parkinsonism,granular,23853001,Disorder of the central nervous system,group
2776000,Delirium,granular,23853001,Disorder of the central nervous system,group
22255007,Progressive multifocal leukoencephalopathy,granular,23853001,Disorder of the central nervous system,group
49049000,Parkinson's disease,granular,23853001,Disorder of the central nervous system,group
20022000,Hemiparesis,granular,23853001,Disorder of the central nervous system,group
52448006,Dementia,granular,23853001,Disorder of the central nervous system,group
26929004,Alzheimer's disease,granular,23853001,Disorder of the central nervous system,group
78667006,Dysthymia,granular,23853001,Disorder of the central nervous system,group
52702003,Chronic fatigue syndrome,granular,23853001,Disorder of the central nervous system,group
15662003,Senile dementia,granular,23853001,Disorder of the central nervous system,group
230696001,Posterior cerebral circulation infarction,granular,62914000,Cerebrovascular disease,group
192759008,Cerebral venous sinus thrombosis,granular,62914000,Cerebrovascular disease,group
432504007,Cerebral infarction,granular,62914000,Cerebrovascular disease,group
230698000,Lacunar infarction,granular,62914000,Cerebrovascular disease,group
371040005,Thrombotic stroke,granular,62914000,Cerebrovascular disease,group
95453001,Subdural intracranial hematoma,granular,62914000,Cerebrovascular disease,group
422504002,Ischemic stroke,granular,62914000,Cerebrovascular disease,group
274100004,Cerebral hemorrhage,granular,62914000,Cerebrovascular disease,group
271594007,Syncope,granular,62914000,Cerebrovascular disease,group
230690007,Cerebrovascular accident,granular,62914000,Cerebrovascular disease,group
266257000,Transient ischemic attack,granular,62914000,Cerebrovascular disease,group
385494008,Hematoma,granular,64779008,Blood coagulation disorder,group
651000119108,Acute deep vein thrombosis of lower limb,granular,64779008,Blood coagulation disorder,group
52403007,Thromboangiitis obliterans,granular,64779008,Blood coagulation disorder,group
2897005,Immune thrombocytopenia,granular,64779008,Blood coagulation disorder,group
302215000,Thrombocytopenic disorder,granular,64779008,Blood coagulation disorder,group
20427003,Postphlebitic syndrome,granular,64779008,Blood coagulation disorder,group
19442009,Heterozygous thalassemia,granular,64779008,Blood coagulation disorder,group
371804009,Left main coronary artery disease,granular,414024009,Disorder of coronary artery,group
194842008,Single coronary vessel disease,granular,414024009,Disorder of coronary artery,group
719678003,Non-obstructive atherosclerosis of coronary artery,granular,414024009,Disorder of coronary artery,group
139011000119104,Coronary arteriosclerosis following coronary artery bypass graft,granular,414024009,Disorder of coronary artery,group
194843003,Double coronary vessel disease,granular,414024009,Disorder of coronary artery,group
233817007,Triple vessel disease of the heart,granular,414024009,Disorder of coronary artery,group
53741008,Coronary arteriosclerosis,granular,414024009,Disorder of coronary artery,group
26435006,Acute dermatitis,granular,703938007,Inflammatory dermatosis,group
93423006,Dermatitis of eyelid,granular,703938007,Inflammatory dermatosis,group
111189002,Acute contact dermatitis,granular,703938007,Inflammatory dermatosis,group
20343006,Pigmented purpuric lichenoid dermatitis of Gougerot and Blum,granular,703938007,Inflammatory dermatosis,group
111209006,Photoallergic dermatitis,granular,703938007,Inflammatory dermatosis,group
402196005,Childhood atopic dermatitis,granular,703938007,Inflammatory dermatosis,group
737171005,Dermatitis of male genitalia,granular,703938007,Inflammatory dermatosis,group
24285001,Riehl's melanosis,granular,703938007,Inflammatory dermatosis,group
238751002,Perioral dermatitis,granular,703938007,Inflammatory dermatosis,group
402201001,Impetiginized atopic dermatitis,granular,703938007,Inflammatory dermatosis,group
52636001,Actinic reticuloid,granular,703938007,Inflammatory dermatosis,group
53107009,Subacute dermatitis,granular,703938007,Inflammatory dermatosis,group
402197001,Adult atopic dermatitis,granular,703938007,Inflammatory dermatosis,group
238539001,Hand eczema,granular,703938007,Inflammatory dermatosis,group
50563003,Seborrheic dermatitis,granular,703938007,Inflammatory dermatosis,group
156329007,Seborrheic dermatitis of scalp,granular,703938007,Inflammatory dermatosis,group
70759006,Pyoderma,granular,703938007,Inflammatory dermatosis,group
24079001,Atopic dermatitis,granular,703938007,Inflammatory dermatosis,group
35498005,Stasis dermatitis,granular,703938007,Inflammatory dermatosis,group
40275004,Contact dermatitis,granular,703938007,Inflammatory dermatosis,group
110979008,Irritant contact dermatitis,granular,703938007,Inflammatory dermatosis,group
128188000,Cerebral palsy,granular,5294002,Developmental disorder,group
408856003,Autistic disorder,granular,5294002,Developmental disorder,group
110359009,Intellectual disability,granular,5294002,Developmental disorder,group
224958001,Global developmental delay,granular,5294002,Developmental disorder,group
229721007,Speech delay,granular,5294002,Developmental disorder,group
54840006,Failure to thrive,granular,5294002,Developmental disorder,group
128192007,Peripheral neuritis,granular,42658009,Disorder of the peripheral nervous system,group
282741006,Post-herpetic neuritis,granular,42658009,Disorder of the peripheral nervous system,group
95662005,Sensory neuropathy,granular,42658009,Disorder of the peripheral nervous system,group
15978831000119108,Disorder of right cervical nerve root,granular,42658009,Disorder of the peripheral nervous system,group
230570005,Burning feet syndrome,granular,42658009,Disorder of the peripheral nervous system,group
192976002,Progressive supranuclear palsy,granular,42658009,Disorder of the peripheral nervous system,group
280816001,Facial palsy,granular,42658009,Disorder of the peripheral nervous system,group
21018002,Inflammatory neuropathy,granular,42658009,Disorder of the peripheral nervous system,group
42345000,Polyneuropathy,granular,42658009,Disorder of the peripheral nervous system,group
609600000,Neuropathy of lower limb,granular,42658009,Disorder of the peripheral nervous system,group
15978711000119106,Disorder of left cervical nerve root,granular,42658009,Disorder of the peripheral nervous system,group
52585001,Sciatic neuropathy,granular,42658009,Disorder of the peripheral nervous system,group
128209004,Chronic inflammatory demyelinating polyradiculoneuropathy,granular,42658009,Disorder of the peripheral nervous system,group
57406009,Carpal tunnel syndrome,granular,42658009,Disorder of the peripheral nervous system,group
31681005,Trigeminal neuralgia,granular,42658009,Disorder of the peripheral nervous system,group
85007004,Meralgia paresthetica,granular,42658009,Disorder of the peripheral nervous system,group
193093009,Bell's palsy,granular,42658009,Disorder of the peripheral nervous system,group
127013003,Disorder of kidney due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
238982009,Dermopathy due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
237632004,Hypoglycemic event due to diabetes,granular,74627003,Complication due to diabetes mellitus,group
420422005,Ketoacidosis due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
236499007,Microalbuminuric nephropathy due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
371087003,Ulcer of foot due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
713704004,Gastroparesis due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
761000119102,Dyslipidemia due to type 2 diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
39058009,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
4855003,Retinopathy due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
280137006,Diabetic foot,granular,74627003,Complication due to diabetes mellitus,group
390834004,Nonproliferative retinopathy due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
424736006,Peripheral neuropathy due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
230572002,Neuropathy due to diabetes mellitus,granular,74627003,Complication due to diabetes mellitus,group
191480000,Alcohol withdrawal syndrome,granular,26416006,Drug abuse,group
9769006,Drug habituation,granular,26416006,Drug abuse,group
231458000,Abuse of steroids,granular,26416006,Drug abuse,group
15167005,Alcohol abuse,granular,26416006,Drug abuse,group
231480002,Opium dependence,granular,26416006,Drug abuse,group
5602001,Opioid abuse,granular,26416006,Drug abuse,group
11387009,Psychoactive substance-induced organic mental disorder,granular,26416006,Drug abuse,group
231477003,Heroin dependence,granular,26416006,Drug abuse,group
7200002,Alcoholism,granular,26416006,Drug abuse,group
89765005,Tobacco dependence syndrome,granular,26416006,Drug abuse,group
66590003,Alcohol dependence,granular,26416006,Drug abuse,group
75544000,Opioid dependence,granular,26416006,Drug abuse,group
14784000,Opioid-induced organic mental disorder,granular,26416006,Drug abuse,group
293070002,Antituberculous drug adverse reaction,granular,62014003,Adverse reaction caused by drug,group
28926001,Eruption caused by drug,granular,62014003,Adverse reaction caused by drug,group
73692007,Fixed drug eruption,granular,62014003,Adverse reaction caused by drug,group
34528009,Familial hypertriglyceridemia,granular,370992007,Disorder of lipoprotein storage and metabolism,group
267434003,Mixed hyperlipidemia,granular,370992007,Disorder of lipoprotein storage and metabolism,group
13644009,Hypercholesterolemia,granular,370992007,Disorder of lipoprotein storage and metabolism,group
238951005,Xanthelasma,granular,370992007,Disorder of lipoprotein storage and metabolism,group
302870006,Hypertriglyceridemia,granular,370992007,Disorder of lipoprotein storage and metabolism,group
55822004,Hyperlipidemia,granular,370992007,Disorder of lipoprotein storage and metabolism,group
269233004,Superficial partial thickness burn of ear,granular,25906001,Disorder of ear,group
16001004,Otalgia,granular,25906001,Disorder of ear,group
65668001,Otorrhea,granular,25906001,Disorder of ear,group
87284002,Effects of high altitude,granular,8504008,Effect of exposure to physical force,group
18615009,Sunstroke,granular,8504008,Effect of exposure to physical force,group
44279002,Miliaria crystallina,granular,8504008,Effect of exposure to physical force,group
63951004,Miliaria,granular,8504008,Effect of exposure to physical force,group
43982006,Solar degeneration,granular,8504008,Effect of exposure to physical force,group
72658003,Prickly heat,granular,8504008,Effect of exposure to physical force,group
95868006,Heat exhaustion,granular,8504008,Effect of exposure to physical force,group
403194002,Solar erythema,granular,8504008,Effect of exposure to physical force,group
52072009,Heat stroke,granular,8504008,Effect of exposure to physical force,group
71591001,Furuncle of ear,granular,49130001,Disorder of external ear,group
95812002,Eczema of external auditory canal,granular,49130001,Disorder of external ear,group
75441006,Foreign body in ear,granular,49130001,Disorder of external ear,group
194204009,Furunculosis of external auditory meatus,granular,49130001,Disorder of external ear,group
18070006,Impacted cerumen,granular,49130001,Disorder of external ear,group
3135009,Otitis externa,granular,49130001,Disorder of external ear,group
53316003,Otomycosis,granular,49130001,Disorder of external ear,group
128473001,Uveitis,granular,371405004,Disorder of eye proper,group
85777005,Dacryocystitis,granular,371405004,Disorder of eye proper,group
230684008,Ocular myasthenia,granular,371405004,Disorder of eye proper,group
12241791000119109,,granular,371405004,Disorder of eye proper,group
24982008,Diplopia,granular,371405004,Disorder of eye proper,group
64634000,Corneal opacity,granular,371405004,Disorder of eye proper,group
31341008,Vitreous hemorrhage,granular,371405004,Disorder of eye proper,group
1482004,Cyst of meibomian gland,granular,371405004,Disorder of eye proper,group
193982009,Epiphora,granular,371405004,Disorder of eye proper,group
87513003,Herpes zoster ophthalmicus,granular,371405004,Disorder of eye proper,group
563001,Nystagmus,granular,371405004,Disorder of eye proper,group
77489003,Pterygium,granular,371405004,Disorder of eye proper,group
1489008,Hordeolum externum,granular,371405004,Disorder of eye proper,group
41446000,Blepharitis,granular,371405004,Disorder of eye proper,group
397549002,Meibomian gland dysfunction,granular,371405004,Disorder of eye proper,group
46152009,Tear film insufficiency,granular,371405004,Disorder of eye proper,group
22066006,Strabismus,granular,371405004,Disorder of eye proper,group
232121005,Afferent pupillary defect,granular,371405004,Disorder of eye proper,group
48130008,Hypogonadism,granular,27034006,Fertility problem,group
66255005,Poor erection,granular,27034006,Fertility problem,group
860914002,Erectile dysfunction,granular,27034006,Fertility problem,group
33927004,Hypogonadotropic hypogonadism,granular,27034006,Fertility problem,group
50890004,Fracture of shaft of humerus,granular,125605004,Fracture of bone,group
263252002,Fracture of base of fifth metatarsal,granular,125605004,Fracture of bone,group
127286005,Fracture of upper end of humerus,granular,125605004,Fracture of bone,group
445875009,Fracture of trochanter of femur,granular,125605004,Fracture of bone,group
297130008,Fracture of proximal phalanx of finger,granular,125605004,Fracture of bone,group
125871005,Fracture of coccyx,granular,125605004,Fracture of bone,group
263196008,Fracture of radial head,granular,125605004,Fracture of bone,group
263200003,Volar Barton's fracture,granular,125605004,Fracture of bone,group
263193000,Supracondylar fracture of humerus,granular,125605004,Fracture of bone,group
123971006,Colles' fracture,granular,125605004,Fracture of bone,group
263244000,Bimalleolar fracture of ankle,granular,125605004,Fracture of bone,group
263171005,Fractured nasal bones,granular,125605004,Fracture of bone,group
127287001,Intertrochanteric fracture,granular,125605004,Fracture of bone,group
31978002,Fracture of tibia,granular,125605004,Fracture of bone,group
71620000,Fracture of femur,granular,125605004,Fracture of bone,group
31975004,Fracture of navicular bone of wrist,granular,125605004,Fracture of bone,group
33737001,Fracture of rib,granular,125605004,Fracture of bone,group
263251009,Metatarsal bone fracture,granular,125605004,Fracture of bone,group
263247007,Fracture of calcaneus,granular,125605004,Fracture of bone,group
281535004,Fracture of lateral malleolus,granular,125605004,Fracture of bone,group
5913000,Fracture of neck of femur,granular,125605004,Fracture of bone,group
75591007,Fracture of fibula,granular,125605004,Fracture of bone,group
42942008,Compression fracture of vertebral column,granular,125605004,Fracture of bone,group
58150001,Fracture of clavicle,granular,125605004,Fracture of bone,group
263199001,Fracture of distal end of radius,granular,125605004,Fracture of bone,group
240713001,Candidiasis of finger web,granular,3218000,Mycosis,group
78048006,Candidiasis,granular,3218000,Mycosis,group
20639004,Candidiasis of the esophagus,granular,3218000,Mycosis,group
414941008,Onychomycosis,granular,3218000,Mycosis,group
79740000,Candidiasis of mouth,granular,3218000,Mycosis,group
72934000,Candidiasis of vagina,granular,3218000,Mycosis,group
266158001,Candida intertrigo,granular,3218000,Mycosis,group
14560005,Dermal mycosis,granular,3218000,Mycosis,group
65275009,Acute cholecystitis,granular,39621005,Disorder of biliary tract,group
197433003,Polyp of gallbladder,granular,39621005,Disorder of biliary tract,group
363353009,Malignant tumor of gallbladder,granular,39621005,Disorder of biliary tract,group
76581006,Cholecystitis,granular,39621005,Disorder of biliary tract,group
25924004,Calculus of gallbladder with cholecystitis,granular,39621005,Disorder of biliary tract,group
266474003,Calculus in biliary tract,granular,39621005,Disorder of biliary tract,group
77480004,Congenital biliary atresia,granular,39621005,Disorder of biliary tract,group
235919008,Gallbladder calculus,granular,39621005,Disorder of biliary tract,group
5158005,Gilles de la Tourette's syndrome,granular,782964007,Genetic disease,group
281022002,Down's child in family,granular,782964007,Genetic disease,group
430329007,Family history of celiac disease,granular,782964007,Genetic disease,group
160389004,Family history: Polycystic kidney,granular,782964007,Genetic disease,group
58756001,Huntington's chorea,granular,782964007,Genetic disease,group
88518009,Wilson's disease,granular,782964007,Genetic disease,group
41040004,Complete trisomy 21 syndrome,granular,782964007,Genetic disease,group
725043006,Autosomal recessive limb girdle muscular dystrophy type 2O,granular,782964007,Genetic disease,group
765330003,Autosomal dominant polycystic kidney disease,granular,782964007,Genetic disease,group
82525005,Congenital cystic kidney disease,granular,782964007,Genetic disease,group
27503000,Gilbert's syndrome,granular,782964007,Genetic disease,group
7573000,Classical phenylketonuria,granular,782964007,Genetic disease,group
400179000,Precocious puberty,granular,310789003,Disorder of female genital tract,group
129103003,Endometriosis,granular,310789003,Disorder of female genital tract,group
123841004,Neoplasm of uterine cervix,granular,310789003,Disorder of female genital tract,group
146801000119103,Leiomyoma,granular,310789003,Disorder of female genital tract,group
312984006,Abnormal uterine bleeding unrelated to menstrual cycle,granular,310789003,Disorder of female genital tract,group
363354003,Malignant tumor of cervix,granular,310789003,Disorder of female genital tract,group
363443007,Malignant tumor of ovary,granular,310789003,Disorder of female genital tract,group
237788002,Premature ovarian failure,granular,310789003,Disorder of female genital tract,group
123756000,Menopausal syndrome,granular,310789003,Disorder of female genital tract,group
72605008,Candidal vulvovaginitis,granular,310789003,Disorder of female genital tract,group
53277000,Vulvovaginitis,granular,310789003,Disorder of female genital tract,group
30800001,Vaginitis,granular,310789003,Disorder of female genital tract,group
266607004,Perimenopausal disorder,granular,310789003,Disorder of female genital tract,group
784314006,Adenomyosis of uterus,granular,310789003,Disorder of female genital tract,group
367504009,Pelvic inflammatory disease with female sterility due to Chlamydia trachomatis,granular,310789003,Disorder of female genital tract,group
67882000,Pruritus of vulva,granular,310789003,Disorder of female genital tract,group
34363003,Pruritus of vagina,granular,310789003,Disorder of female genital tract,group
266599000,Dysmenorrhea,granular,310789003,Disorder of female genital tract,group
237055002,Polycystic ovary syndrome,granular,310789003,Disorder of female genital tract,group
44991000119100,Abnormal uterine bleeding,granular,310789003,Disorder of female genital tract,group
82639001,Premenstrual tension syndrome,granular,310789003,Disorder of female genital tract,group
95315005,Uterine leiomyoma,granular,310789003,Disorder of female genital tract,group
830054005,Polycystic ovary syndrome of bilateral ovaries,granular,310789003,Disorder of female genital tract,group
830052009,Polycystic ovary syndrome of right ovary,granular,310789003,Disorder of female genital tract,group
79883001,Cyst of ovary,granular,310789003,Disorder of female genital tract,group
198130006,Female pelvic inflammatory disease,granular,310789003,Disorder of female genital tract,group
723005006,Acute telogen effluvium,granular,279425004,Disorder of hair,group
17155009,Trichotillomania,granular,279425004,Disorder of hair,group
238378003,Scalp folliculitis,granular,279425004,Disorder of hair,group
247564004,White forelock,granular,279425004,Disorder of hair,group
238496008,Hair sinus,granular,279425004,Disorder of hair,group
387833009,Premature canities,granular,279425004,Disorder of hair,group
400201008,Pityriasis capitis,granular,279425004,Disorder of hair,group
399939002,Hirsutism,granular,279425004,Disorder of hair,group
81000006,Pediculosis capitis,granular,279425004,Disorder of hair,group
39479004,Telogen effluvium,granular,279425004,Disorder of hair,group
403328001,Chronic telogen effluvium,granular,279425004,Disorder of hair,group
29966009,Hypertrichosis,granular,279425004,Disorder of hair,group
571000119103,Daily headache,granular,25064002,Headache,group
230471006,Chronic tension-type headache,granular,25064002,Headache,group
762592003,Chronic primary headache,granular,25064002,Headache,group
230461009,Headache disorder,granular,25064002,Headache,group
445322004,Migraine variant with headache,granular,25064002,Headache,group
427419006,Transformed migraine,granular,25064002,Headache,group
230477005,Chronic post-traumatic headache,granular,25064002,Headache,group
