condition_snomed_id,speciality_id,weight
449097000,44,very_high
61170000,44,very_high
402222007,44,medium
398057008,44,high
60046008,44,very_high
74351001,44,medium
127295002,44,very_high
414916001,44,very_high
37796009,44,high
14077003,44,medium
76272004,44,high
271425001,44,very_high
6020002,44,medium
266257000,44,high
398665005,44,high
399029005,44,high
83901003,44,high
16631009,44,very_high
14168008,44,very_high
5441008,44,medium
192685000,44,very_high
20610004,44,high
397825006,44,high
2897005,44,very_high
70153002,44,medium
193462001,44,high
52011008,44,medium
4556007,44,high
10743008,44,high
80384002,44,high
271558008,44,very_high
87522002,44,very_high
75441006,44,low
15628003,44,medium
161501007,44,very_high
302866003,44,very_high
73692007,44,medium
5291005,44,very_high
74728003,44,medium
90560007,44,very_high
88348008,44,high
72779005,44,medium
38481006,44,high
87284002,44,very_high
203082005,44,very_high
124134002,44,high
132721000119104,44,very_high
90935002,44,high
95605009,44,high
10623005,44,high
792004,44,high
21897009,44,low
33839006,44,high
68267002,44,high
125604000,44,medium
77377001,44,very_high
235595009,44,high
52404001,44,medium
23919004,44,low
281623008,44,high
38341003,44,very_high
73452002,44,high
127013003,44,very_high
75258004,44,very_high
109385007,44,high
58756001,44,very_high
58381000,44,very_high
370977006,44,very_high
79962008,44,high
23097003,44,very_high
2734,44,high
78737005,44,high
43763009,44,high
66931009,44,high
40930008,44,very_high
52947006,44,high
239880009,44,medium
11687002,44,very_high
37151006,44,high
860914002,44,low
82271004,44,medium
84757009,44,high
34801009,44,low
25093002,44,high
87433001,44,high
230572002,44,high
81060008,44,high
125601008,44,low
233850007,44,very_high
127014009,44,high
95570007,44,low
34486009,44,high
36976004,44,high
254845004,44,medium
13644009,44,very_high
266579006,44,high
78569004,44,high
45913009,44,medium
472969004,44,high
197321007,44,very_high
74699008,44,medium
10528009,44,high
240820001,44,very_high
397827003,44,high
230192003,44,high
61462000,44,very_high
397430003,44,very_high
191306005,44,high
40956001,44,very_high
81004002,44,high
125594001,44,medium
21983002,44,high
52448006,44,medium
61582004,44,high
72535009,44,high
128053003,44,high
194828000,44,high
70020005,44,low
110030002,44,high
420422005,44,very_high
128045006,44,very_high
230690007,44,high
310701003,44,medium
363732003,44,high
57054005,44,high
448589005,44,high
230722002,44,high
68449006,44,high
254837009,44,medium
191480000,44,very_high
111196000,44,medium
186729003,44,high
371081002,44,high
15771004,44,high
38822007,44,very_high
193093009,44,high
85828009,44,high
271737000,44,very_high
12295008,44,very_high
28432003,44,low
35386004,44,high
23697004,44,high
68225006,44,medium
195967001,44,high
46635009,44,very_high
408335007,44,medium
86044005,44,very_high
197456007,44,high
1033009,44,high
19943007,44,high
402599005,44,high
88616000,44,high
74107003,44,high
10509002,44,high
65275009,44,very_high
69776003,44,very_high
71186008,44,high
709044004,44,very_high
13645005,44,very_high
128608001,44,high
426965005,44,very_high
698247007,44,high
56882008,44,high
34000006,44,high
111864006,44,very_high
19362000,44,high
70650003,44,medium
26538006,44,high
396285007,44,high
42343007,44,very_high
385093006,44,very_high
44054006,44,very_high
386584007,44,high
36083008,44,very_high
69195002,44,high
90979004,44,high
193031009,44,very_high
74400008,44,medium
64109004,44,high
27982003,44,high
83482000,44,medium
56317004,44,medium
32398004,44,high
38362002,44,very_high
699302001,44,high
35489007,44,low
371087003,44,very_high
68675004,44,high
128209004,44,high
115665000,44,medium
47270006,44,very_high
60404007,44,very_high
3502005,44,high
75119003,44,very_high
235494005,44,high
443798008,44,high
266569009,44,high
398565003,44,high
